"Date","Category","L","S","A","Real.estate","Private.businesses","Liabilities","C","Fixed.income","Mkt_RF"
2020-10-01,"Bottom50",289712,0.0374236057862223,7741424,3773652,176202,5041021,704100,58188,0.15209181152
2020-10-01,"Next40",3983705,0.0931938120528079,42746454,14221357,1801550,7024362,5137746,1637338,0.15209181152
2020-10-01,"Next9",12790650,0.255288525042611,50102722,9739985,4196934,2984924,5761449,3412628,0.15209181152
2020-10-01,"RemainingTop1",9753084,0.436012390996165,22368823,3316663,3183531,746798,2294599,2209138,0.15209181152
2020-10-01,"TopPt1",7921069,0.490501439693711,16148921,1235491,3654024,160321,1547635,1731834,0.15209181152
2021-01-01,"Bottom50",332647,0.0414934224255603,8016861,3887400,174128,5054891,759309,54452,0.059845548428
2021-01-01,"Next40",4321991,0.0970403528845429,44538080,14994158,1860448,7084354,5479960,1402642,0.059845548428
2021-01-01,"Next9",13888439,0.268030549344711,51816627,10272121,4283172,3048083,6036574,2919953,0.059845548428
2021-01-01,"RemainingTop1",10394060,0.446886604060195,23258831,3443291,3268401,752886,2424627,1893681,0.059845548428
2021-01-01,"TopPt1",8695578,0.50636701825438,17172481,1308873,3738649,167062,1696976,1505977,0.059845548428
2021-04-01,"Bottom50",378402,0.0448660056079839,8434047,4117022,172735,5259383,768313,54259,0.0814910688999999
2021-04-01,"Next40",4685967,0.0995119885820763,47089472,16412003,1968473,7385240,5536055,1377261,0.0814910688999999
2021-04-01,"Next9",15078185,0.277421121364805,54351251,11190432,4529475,3216733,6049046,2884517,0.0814910688999999
2021-04-01,"RemainingTop1",11103126,0.45401974658846,24455161,3686390,3449451,766347,2417651,1828288,0.0814910688999999
2021-04-01,"TopPt1",9536672,0.516349462955349,18469414,1431021,3978126,179313,1720036,1491994,0.0814910688999999
2021-07-01,"Bottom50",392666,0.0451738694568059,8692326,4268715,171215,5362075,781432,56064,-0.00270657423999987
2021-07-01,"Next40",4781703,0.0985472873143463,48521914,17233706,2078893,7522922,5611039,1438121,-0.00270657423999987
2021-07-01,"Next9",15299570,0.276514605686048,55330061,11724936,4783214,3286307,6066310,3029015,-0.00270657423999987
2021-07-01,"RemainingTop1",11125000,0.448162286875669,24823597,3805217,3635254,781349,2413222,1841848,-0.00270657423999987
2021-07-01,"TopPt1",9678918,0.508100782557428,19049209,1511220,4225522,184791,1742542,1557398,-0.00270657423999987
2021-10-01,"Bottom50",424660,0.0474122868227873,8956750,4359171,169172,5461925,816946,52471,0.0833497744579999
2021-10-01,"Next40",5030567,0.100927145074022,49843548,17503085,2153479,7685154,5835958,1337850,0.0833497744579999
2021-10-01,"Next9",16073462,0.283813074530371,56633973,11948266,4918797,3364428,6243002,2798981,0.0833497744579999
2021-10-01,"RemainingTop1",11543570,0.453714592514216,25442360,3822474,3751001,803361,2493994,1628038,0.0833497744579999
2021-10-01,"TopPt1",10220381,0.514092991931304,19880413,1554960,4359093,190664,1846967,1453926,0.0833497744579999
2022-01-01,"Bottom50",408226,0.044298999418572,9215242,4560697,167042,5562476,838691,54902,-0.0547517820160001
2022-01-01,"Next40",4864043,0.0950614842433563,51167337,18849972,2223352,7797145,5965520,1436192,-0.0547517820160001
2022-01-01,"Next9",15356713,0.272123339227175,56432914,12830549,5038361,3404035,6313193,3038570,-0.0547517820160001
2022-01-01,"RemainingTop1",10906361,0.434321777581248,25111246,4043286,3857721,820458,2518854,1620082,-0.0547517820160001
2022-01-01,"TopPt1",9687847,0.490450641549743,19752950,1681092,4477523,193306,1895732,1561338,-0.0547517820160001
2022-04-01,"Bottom50",334031,0.0356482670733749,9370189,4822844,165121,5656212,835469,57410,-0.17301693496
2022-04-01,"Next40",4188338,0.0818105423089471,51195578,19952278,2319707,7962104,5955802,1533896,-0.17301693496
2022-04-01,"Next9",12842528,0.238139660183002,53928556,13504597,5244191,3473530,6286356,3208833,-0.17301693496
2022-04-01,"RemainingTop1",9000966,0.384560970148326,23405823,4191087,4016522,831929,2494520,1699788,-0.17301693496
2022-04-01,"TopPt1",7874143,0.429962560518698,18313555,1788651,4680164,199940,1903941,1636760,-0.17301693496
2022-07-01,"Bottom50",321646,0.0345333457876095,9314070,4763174,162499,5720986,827375,61816,-0.0440881130740001
2022-07-01,"Next40",4048671,0.0804018464893809,50355448,19278249,2340801,8101553,5920273,1739699,-0.0440881130740001
2022-07-01,"Next9",12251747,0.233136696774499,52551774,13115761,5203042,3557241,6244260,3586443,-0.0440881130740001
2022-07-01,"RemainingTop1",8467726,0.372311279712824,22743673,4019635,4028392,838292,2462696,1891032,-0.0440881130740001
2022-07-01,"TopPt1",7444246,0.415134209001122,17932143,1744638,4643157,208630,1906529,1813774,-0.0440881130740001
2022-10-01,"Bottom50",340863,0.0368482096517763,9250463,4651522,162424,5770678,809181,65602,0.05664236405
2022-10-01,"Next40",4222961,0.0840236163656754,50259215,18833315,2297287,8199261,5830722,2063356,0.05664236405
2022-10-01,"Next9",12859336,0.242334955673122,53064305,12826520,5055626,3594527,6205582,4219810,0.05664236405
2022-10-01,"RemainingTop1",8896593,0.383817203709612,23179245,3933013,3942149,839854,2441643,2222510,0.05664236405
2022-10-01,"TopPt1",7872520,0.429000361672679,18350847,1711481,4498907,211956,1895024,2130982,0.05664236405
2023-01-01,"Bottom50",365101,0.0390607723398708,9346999,4681835,162658,5742838,791558,65956,0.0644610205039999
2023-01-01,"Next40",4441737,0.0871173862530549,50985655,18966595,2274533,8217585,5763915,2288448,0.0644610205039999
2023-01-01,"Next9",13623744,0.250267420466315,54436746,12887879,4973830,3630786,6227482,4666696,0.0644610205039999
2023-01-01,"RemainingTop1",9436319,0.395028510708716,23887691,3952503,3895995,825270,2453529,2446321,0.0644610205039999
2023-01-01,"TopPt1",8412443,0.443172891806343,18982305,1720733,4418095,216698,1924030,2369384,0.0644610205039999
2023-04-01,"Bottom50",389705,0.0411297632129648,9475012,4736018,163124,5772737,783681,65972,0.074842601768
2023-04-01,"Next40",4659421,0.0879055463180375,53004858,20426545,2307737,8287514,5737355,2304248,0.074842601768
2023-04-01,"Next9",14391598,0.255222520547787,56388433,13576032,5079282,3681025,6249604,4699909,0.074842601768
2023-04-01,"RemainingTop1",9979180,0.402370795802017,24800955,4173662,3960228,822817,2466706,2460829,0.074842601768
2023-04-01,"TopPt1",8959439,0.45332969499981,19763627,1801831,4520125,220522,1947714,2386970,0.074842601768
2023-07-01,"Bottom50",373598,0.0394976456168955,9458741,4757359,163074,5803700,776173,65201,-0.0449624896119999
2023-07-01,"Next40",4517288,0.085214847890536,53010574,20720881,2309427,8359720,5711550,2314348,-0.0449624896119999
2023-07-01,"Next9",13889615,0.247886127700767,56032240,13693264,5085921,3737813,6272119,4693952,-0.0449624896119999
2023-07-01,"RemainingTop1",9624226,0.392969746858133,24491010,4212012,3963783,824019,2481752,2500476,-0.0449624896119999
2023-07-01,"TopPt1",8601446,0.442395059545365,19442907,1817052,4526772,223860,1974546,2388344,-0.0449624896119999
2023-10-01,"Bottom50",414937,0.0435273956867557,9532778,4713638,162658,5840630,782411,64472,0.1056461858
2023-10-01,"Next40",4880032,0.0908061700303867,53741194,20466980,2261035,8427842,5766962,2455066,0.1056461858
2023-10-01,"Next9",15174220,0.262743493708143,57752981,13623145,4927684,3780207,6361159,4992974,0.1056461858
2023-10-01,"RemainingTop1",10532906,0.413033562325293,25501332,4188040,3869149,824943,2530680,2618713,0.1056461858
2023-10-01,"TopPt1",9519763,0.467513968432494,20362521,1804746,4372872,227053,2031074,2552812,0.1056461858
2024-01-01,"Bottom50",456166,0.0471328885924639,9678295,4736817,162967,5846097,797738,65030,0.0884278211239999
2024-01-01,"Next40",5242011,0.0949768529284707,55192511,21079039,2247124,8442199,5867272,2416098,0.0884278211239999
2024-01-01,"Next9",16455789,0.275360733293563,59760841,13929422,4874832,3810296,6462782,4910861,0.0884278211239999
2024-01-01,"RemainingTop1",11439408,0.430102669015409,26596924,4285813,3840295,828364,2581851,2586990,0.0884278211239999
2024-01-01,"TopPt1",10435703,0.489708324311763,21310038,1840388,4320215,228939,2080069,2506032,0.0884278211239999
2024-04-01,"Bottom50",465518,0.0478064270919586,9737561,4778282,163497,5876132,781000,64404,0.0226405733999999
2024-04-01,"Next40",5325501,0.0944093908811129,56408594,22093588,2269465,8505893,5776568,2480321,0.0226405733999999
2024-04-01,"Next9",16749033,0.275659928057328,60759767,14394803,4942056,3856957,6407081,5038129,0.0226405733999999
2024-04-01,"RemainingTop1",11646606,0.430878603661922,27029901,4435806,3882678,828338,2552777,2652588,0.0226405733999999
2024-04-01,"TopPt1",10643805,0.491407097333814,21659852,1895883,4384604,231920,2058924,2578034,0.0226405733999999
2024-07-01,"Bottom50",501798,0.0510578105330505,9828036,4778825,163815,5936946,783941,63764,0.0460835974400002
2024-07-01,"Next40",5639534,0.0989385420709952,57000375,21915567,2280197,8562850,5812503,2606502,0.0460835974400002
2024-07-01,"Next9",17868482,0.286293843670762,62413085,14321738,4973275,3889931,6481446,5325054,0.0460835974400002
2024-07-01,"RemainingTop1",12439162,0.444669995815388,27973918,4411847,3902798,826749,2593888,2738084,0.0460835974400002
2024-07-01,"TopPt1",11448687,0.505944692267929,22628337,1887532,4414308,233700,2108960,2735175,0.0460835974400002
2024-10-01,"Bottom50",507312,0.051271898055322,9894543,4789500,164135,5902795,801194,62260,0.0208312433000002
2024-10-01,"Next40",5688708,0.0997937221562276,57004668,21680160,2292030,8546517,5941836,2494566,0.0208312433000002
2024-10-01,"Next9",18041294,0.288285665106265,62581308,14207810,5008200,3919313,6656293,5008507,0.0208312433000002
2024-10-01,"RemainingTop1",12561276,0.445625626575207,28187957,4375124,3925093,784452,2689598,2728479,0.0208312433000002
2024-10-01,"TopPt1",11571386,0.507380871638193,22806114,1875703,4447634,234475,2215801,2570611,0.0208312433000002
2025-01-01,"Bottom50",488255,0.0494092505313274,9881854,4751799,165097,5897359,819076,63131,-0.06116958352
2025-01-01,"Next40",5534483,0.0967487546258222,57204695,21945947,2289315,8561180,6061043,2507612,-0.06116958352
2025-01-01,"Next9",17473005,0.280728828577078,62241577,14447305,4982361,3926956,6779349,5046138,-0.06116958352
2025-01-01,"RemainingTop1",12157182,0.436014291528986,27882531,4448430,3915983,767449,2749183,2734200,-0.06116958352
2025-01-01,"TopPt1",11151199,0.496229682914402,22471850,1897071,4419617,233081,2271687,2587937,-0.06116958352
2025-04-01,"Bottom50",539685,0.0536063142980765,10067564,4784218,166013,5927065,820039,62470,0.102803140656
2025-04-01,"Next40",5983890,0.101603650558587,58894439,22585469,2290972,8633723,6076093,2578539,0.102803140656
2025-04-01,"Next9",19067740,0.294436052459869,64760208,14778583,4972248,3973961,6807695,5187164,0.102803140656
2025-04-01,"RemainingTop1",13285543,0.45391624707751,29268710,4553703,3915744,763477,2759469,2807016,0.102803140656
2025-04-01,"TopPt1",12293248,0.518163076662394,23724670,1935968,4407136,233419,2281329,2667759,0.102803140656
2025-07-01,"Bottom50",599169,0.0584726147218474,10247002,4828398,166766,5999640,824399,62390,0.0737716504480002
2025-07-01,"Next40",6494373,0.108823564354189,59678003,22358566,2321065,8710545,6119288,2597618,0.0737716504480002
2025-07-01,"Next9",20895080,0.311595777345351,67058290,14646220,5062147,4030072,6885865,5226728,0.0737716504480002
2025-07-01,"RemainingTop1",14579994,0.474713687782242,30713237,4511510,3972688,766826,2801485,2826919,0.0737716504480002
2025-07-01,"TopPt1",13611854,0.540353510584842,25190646,1925175,4493124,235429,2331059,2689156,0.0737716504480002
2025-10-01,"Bottom50",617061,0.0594456666369949,10380252,4869312,166610,6066948,850124,61425,0.0146087317279999
2025-10-01,"Next40",6644678,0.110677457650412,60036417,22170051,2318929,8789302,6293362,2627434,0.0146087317279999
2025-10-01,"Next9",21438758,0.315911341124133,67863211,14497746,5057523,4088790,7090276,5282350,0.0146087317279999
2025-10-01,"RemainingTop1",14965656,0.479401686792113,31217362,4465448,3969040,771410,2914910,2860128,0.0146087317279999
2025-10-01,"TopPt1",14007688,0.544777016804925,25712700,1913059,4489029,238645,2454143,2722864,0.0146087317279999
