"Date","Category","L","S","A","Real.estate","Private.businesses","Liabilities","C","Fixed.income","Mkt_RF","dlnL","dlnL_lag","shock_loc_raw","shock_loc","shock_glo_raw","shock_glo"
1992-10-01,"Bottom50",49300,0.0224935849938131,2191736,1082563,48704,1222921,178678,39940,0.0681182208840001,0.108611229613437,0.0598914420083361,0.028350986244998,0.573331955074685,0.0866928777764253,0.750915018770116
1993-01-01,"Bottom50",51395,0.0237216743038811,2166584,1033730,49779,1244827,174507,42118,0.0339550189120001,0.0416168104162402,0.108611229613437,0.00321158834750479,0.0649468138518413,0.0200118424081178,0.173338264952635
1993-04-01,"Bottom50",52654,0.02360575246194,2230558,1073691,50876,1292847,173947,43478,0.000511105649999788,0.0242013176385711,0.0416168104162402,0.0297018331671278,0.600649654013922,0.00216541656127293,0.0187563714512608
1993-07-01,"Bottom50",55299,0.0240412874190059,2300168,1117396,51946,1352306,174237,44570,0.0324331117759999,0.0490126160786879,0.0242013176385711,0.0146853390047115,0.296976410264785,0.0268646920621087,0.232696171375194
1993-10-01,"Bottom50",57936,0.024627941082701,2352450,1142108,53058,1409459,173741,46950,0.0116558285899999,0.0465841278411396,0.0490126160786879,0.0378353182288715,0.765130242157235,0.0245957993418462,0.213043511741295
1994-01-01,"Bottom50",56384,0.023963252719156,2352936,1122111,54110,1448994,172409,49724,-0.0455500743850001,-0.0271535227095701,0.0465841278411396,0.0363310907122972,0.734710781772261,-0.0491574721501628,-0.425791426805869
1994-04-01,"Bottom50",55741,0.0233346910804388,2388761,1136411,55122,1501445,169650,52678,-0.0181447989760002,-0.0114694679830922,-0.0271535227095701,0.0193255374360857,0.390813499937939,-0.0339477254697343,-0.294047879850637
1994-07-01,"Bottom50",57073,0.0231231788465839,2468216,1188469,56215,1557067,170074,54306,0.045148273008,0.0236151878593525,-0.0114694679830922,-0.0258417137462548,-0.522587825925619,0.00123781605724045,0.0107216958497301
1994-10-01,"Bottom50",56868,0.0224502638304726,2533066,1232402,57323,1620853,170313,58588,-0.01897920883,-0.00359835741652148,0.0236151878593525,0.0269514683061683,0.545029999400289,-0.0257500516382568,-0.223041396308697
1995-01-01,"Bottom50",60160,0.0231836607601512,2594931,1261464,58505,1657442,172094,59233,0.0780568794600001,0.0562748868681329,-0.00359835741652148,-0.0349009480634446,-0.705789513432009,0.0339481449822873,0.294051513577936
